district,year,month,count
0,2015,7,6
NANDURBAR,2016,10,167
RATNAGIRI,2016,10,22
SINDHUDURG,2021,4,24
RAIGARH,2021,4,19
NANDURBAR,2021,4,28
THANE,2021,4,30
MUMBAI,2023,7,7
GADCHIROLI,2016,3,141
BHANDARA,2021,4,46
AHMADNAGAR,2019,1,1143
JALGAON,2019,1,617
JALNA,2019,1,909
NAGPUR,2019,1,357
BEED,2019,1,744
NASIK,2019,1,811
SOLAPUR,2019,1,1323
AURANGABAD,2019,1,809
LATUR,2019,1,524
SANGLI,2019,1,367
PUNE,2019,1,526
HINGOLI,2019,1,610
BULDANA,2019,1,1216
YEVATMAL,2019,1,1039
CHANDRAPUR,2019,1,225
OSMANABAD,2019,1,587
AKOLA,2019,1,775
SATARA,2019,1,389
WASHIM,2019,1,1035
GADCHIROLI,2019,1,54
AMRAVATI,2019,1,805
NANDED,2019,1,1482
DHULE,2019,1,270
PARBHANI,2019,1,944
BHANDARA,2019,1,149
THANE,2019,1,56
PALGHAR,2016,4,14
NANDURBAR,2016,4,140
NANDURBAR,2019,1,50
RAIGARH,2019,1,30
KOLHAPUR,2019,1,383
WARDHA,2019,1,286
GONDIYA,2019,1,108
THANE,2016,10,70
MUMBAI,2014,7,17
SINDHUDURG,2016,4,79
PALGHAR,2017,2,17
RAIGARH,2017,2,67
RATNAGIRI,2013,7,36
RAIGARH,2013,7,21
MUMBAI,2013,7,22
GADCHIROLI,2013,7,32
SINDHUDURG,2013,7,19
9999,2013,7,14
GADCHIROLI,2018,1,61
AHMADNAGAR,2017,10,3749
NASIK,2017,10,4120
SATARA,2017,10,636
BEED,2017,10,2207
GONDIYA,2017,10,201
BULDANA,2017,10,4206
SANGLI,2017,10,901
HINGOLI,2017,10,2571
AKOLA,2017,10,2037
OSMANABAD,2017,10,1726
AMRAVATI,2017,10,2006
DHULE,2017,10,729
AURANGABAD,2017,10,2785
PUNE,2017,10,1401
KOLHAPUR,2017,10,485
WASHIM,2017,10,2924
YEVATMAL,2017,10,2727
NAGPUR,2017,10,789
PARBHANI,2017,10,3066
SOLAPUR,2017,10,4288
NANDED,2017,10,4639
LATUR,2017,10,1869
JALNA,2017,10,2526
CHANDRAPUR,2017,10,786
JALGAON,2017,10,2006
WARDHA,2017,10,733
GADCHIROLI,2017,10,154
NANDURBAR,2017,10,112
RAIGARH,2018,1,44
MUMBAI,2018,1,29
BHANDARA,2017,10,234
PALGHAR,2018,5,11
SINDHUDURG,2018,5,10
JALNA,2010,5,236
OSMANABAD,2010,5,165
PUNE,2010,5,190
HINGOLI,2010,5,126
WARDHA,2010,5,60
SOLAPUR,2010,5,226
WASHIM,2010,5,143
SANGLI,2010,5,99
AKOLA,2010,5,102
NASIK,2010,5,378
DHULE,2010,5,102
SATARA,2010,5,103
PARBHANI,2010,5,242
LATUR,2010,5,141
KOLHAPUR,2010,5,74
NANDURBAR,2010,5,29
CHANDRAPUR,2010,5,55
BHANDARA,2010,5,37
BEED,2010,5,245
THANE,2010,5,18
SINDHUDURG,2010,5,8
RATNAGIRI,2010,5,12
GONDIYA,2010,5,25
RAIGARH,2010,5,9
MUMBAI,2010,5,16
Mumbai Suburban,2018,12,2
NASIK,2010,4,473
BULDANA,2010,4,408
WASHIM,2010,4,134
HINGOLI,2010,4,135
AURANGABAD,2010,4,563
AHMADNAGAR,2010,4,679
PARBHANI,2010,4,222
JALNA,2010,4,305
OSMANABAD,2010,4,223
SOLAPUR,2010,4,221
JALGAON,2010,4,256
PUNE,2010,4,315
AMRAVATI,2010,4,227
BEED,2010,4,340
LATUR,2010,4,191
NAGPUR,2010,4,120
WARDHA,2010,4,88
AKOLA,2010,4,100
SATARA,2010,4,130
NANDED,2010,4,290
YEVATMAL,2010,4,146
KOLHAPUR,2010,4,83
NANDURBAR,2010,4,38
9999,2010,4,13
DHULE,2010,4,126
BHANDARA,2010,4,75
SANGLI,2010,4,109
GONDIYA,2010,4,28
THANE,2010,4,22
MUMBAI,2010,4,24
CHANDRAPUR,2010,4,42
RAIGARH,2010,4,8
NASIK,2007,1,3
YEVATMAL,2007,1,4
AHMADNAGAR,2007,1,8
BULDANA,2007,1,8
WARDHA,2007,1,2
NAGPUR,2007,1,1
WASHIM,2007,1,4
JALGAON,2007,1,3
SANGLI,2007,1,1
PUNE,2007,1,1
KOLHAPUR,2007,1,2
NANDED,2007,1,3
JALNA,2007,1,3
BEED,2007,1,3
PALGHAR,2015,1,5
9999,2010,5,2
NASIK,2011,3,95
WARDHA,2011,3,16
BHANDARA,2011,3,9
BULDANA,2011,3,91
AURANGABAD,2011,3,63
WASHIM,2011,3,51
0,2019,1,27
YEVATMAL,2011,3,47
AMRAVATI,2011,3,39
SATARA,2011,3,31
BEED,2011,3,65
PUNE,2011,3,48
JALNA,2011,3,59
NANDED,2011,3,53
AHMADNAGAR,2011,3,106
SOLAPUR,2011,3,50
RATNAGIRI,2019,1,43
DHULE,2011,3,38
PARBHANI,2011,3,27
SANGLI,2011,3,28
OSMANABAD,2011,3,25
JALGAON,2011,3,48
NAGPUR,2011,3,27
AKOLA,2011,3,42
MUMBAI,2011,3,5
THANE,2011,3,6
KOLHAPUR,2011,3,18
HINGOLI,2011,3,24
CHANDRAPUR,2011,3,9
9999,2012,12,2
0,2017,10,193
RAIGARH,2017,10,30
THANE,2017,10,52
MUMBAI,2019,1,32
HINGOLI,2011,8,174
NASIK,2011,8,273
LATUR,2010,8,110
NANDED,2010,8,221
AURANGABAD,2010,8,402
BULDANA,2010,8,400
PARBHANI,2010,8,190
JALNA,2010,8,257
AHMADNAGAR,2010,8,269
DHULE,2010,8,87
WASHIM,2010,8,151
AMRAVATI,2010,8,158
JALGAON,2010,8,209
BEED,2010,8,277
KOLHAPUR,2010,8,39
PUNE,2010,8,90
NAGPUR,2011,8,88
PARBHANI,2011,8,182
AHMADNAGAR,2011,8,290
PUNE,2011,8,98
JALNA,2011,8,283
AMRAVATI,2011,8,202
SATARA,2011,8,71
WASHIM,2011,8,237
9999,2011,8,1
JALGAON,2011,8,232
BULDANA,2011,8,509
BEED,2011,8,271
HINGOLI,2010,8,139
SATARA,2010,8,77
CHANDRAPUR,2010,8,38
SOLAPUR,2010,8,133
NASIK,2010,8,295
SANGLI,2010,8,42
KOLHAPUR,2011,8,95
DHULE,2011,8,95
AKOLA,2011,8,183
OSMANABAD,2010,8,96
RATNAGIRI,2010,8,11
AURANGABAD,2011,8,330
YEVATMAL,2011,8,228
CHANDRAPUR,2011,8,51
NANDURBAR,2011,8,17
GONDIYA,2011,8,27
SANGLI,2011,8,79
LATUR,2011,8,87
MUMBAI,2011,8,5
WARDHA,2011,8,82
SOLAPUR,2011,8,105
NANDED,2011,8,217
YEVATMAL,2010,8,172
AKOLA,2010,8,76
NANDURBAR,2010,8,17
RATNAGIRI,2017,10,27
MUMBAI,2017,10,25
NAGPUR,2010,8,62
WARDHA,2010,8,84
GONDIYA,2010,8,13
null,2017,10,1
SINDHUDURG,2017,10,14
OSMANABAD,2011,8,82
BHANDARA,2011,8,26
RAIGARH,2011,3,8
RAIGARH,2010,8,12
RATNAGIRI,2011,8,1
SINDHUDURG,2010,8,4
9999,2010,8,2
SINDHUDURG,2011,8,6
THANE,2011,8,14
BHANDARA,2010,8,12
THANE,2010,8,12
PALGHAR,2018,1,9
NANDURBAR,2009,12,9
CHANDRAPUR,2009,12,11
PALGHAR,2017,10,13
NANDURBAR,2017,5,69
RATNAGIRI,2016,11,26
GONDIYA,2017,5,171
THANE,2017,5,91
GADCHIROLI,2017,5,70
PALGHAR,2016,3,10
MUMBAI,2017,5,32
SINDHUDURG,2017,5,31
RAIGARH,2009,6,15
SINDHUDURG,2019,1,26
PALGHAR,2016,10,3
PALGHAR,2019,1,15
MUMBAI,2011,7,5
SINDHUDURG,2011,7,2
RATNAGIRI,2011,7,4
PUNE,2012,9,137
YEVATMAL,2012,9,562
JALGAON,2012,9,555
AURANGABAD,2012,9,766
JALNA,2012,9,655
BEED,2012,9,534
BULDANA,2012,9,853
LATUR,2012,9,158
NASIK,2012,9,581
AHMADNAGAR,2012,9,526
WARDHA,2012,9,138
AKOLA,2012,9,281
OSMANABAD,2012,9,172
HINGOLI,2012,9,344
NANDED,2012,9,459
WASHIM,2012,9,256
PARBHANI,2012,9,439
SATARA,2012,9,80
NAGPUR,2012,9,156
AMRAVATI,2012,9,252
NAGPUR,2019,3,483
GADCHIROLI,2019,3,41
AKOLA,2016,12,1932
NANDED,2016,12,3420
WASHIM,2016,12,1755
DHULE,2019,3,220
JALGAON,2019,3,524
RAIGARH,2014,11,54
AKOLA,2014,11,1476
MUMBAI,2014,11,38
THANE,2014,11,153
SOLAPUR,2012,9,187
THANE,2019,3,32
MUMBAI,2012,9,9
CHANDRAPUR,2012,9,81
YEVATMAL,2016,12,1995
BEED,2016,12,3350
SANGLI,2016,12,1240
SOLAPUR,2016,12,5427
AHMADNAGAR,2016,12,5052
WARDHA,2016,12,638
JALNA,2016,12,3014
HINGOLI,2016,12,1667
NASIK,2016,12,2963
AURANGABAD,2016,12,2945
OSMANABAD,2016,12,2338
LATUR,2016,12,1916
THANE,2016,12,132
AMRAVATI,2016,12,1735
PUNE,2016,12,1838
KOLHAPUR,2016,12,705
JALGAON,2016,12,1851
0,2016,12,244
CHANDRAPUR,2016,12,585
NANDURBAR,2016,12,120
DHULE,2012,9,96
KOLHAPUR,2012,9,78
SANGLI,2012,9,64
SATARA,2016,12,975
BULDANA,2016,12,2828
PARBHANI,2016,12,2390
NAGPUR,2016,12,737
GONDIYA,2012,9,31
NANDURBAR,2012,9,37
BHANDARA,2012,9,46
THANE,2012,9,6
PALGHAR,2019,3,26
GONDIYA,2016,12,138
BHANDARA,2016,12,214
DHULE,2016,12,732
SINDHUDURG,2019,3,29
GADCHIROLI,2016,12,88
RATNAGIRI,2012,9,3
MUMBAI,2019,3,18
RAIGARH,2019,3,48
BHANDARA,2014,11,253
RAIGARH,2016,12,75
SINDHUDURG,2016,12,31
NANDURBAR,2014,11,137
NAGPUR,2014,11,770
JALGAON,2016,6,2481
YEVATMAL,2016,6,2595
HINGOLI,2016,6,1681
AHMADNAGAR,2016,6,3181
SANGLI,2016,6,916
AMRAVATI,2016,6,1629
NASIK,2016,6,2932
SOLAPUR,2016,6,2831
PUNE,2016,6,1203
DHULE,2016,6,815
AKOLA,2016,6,1816
GONDIYA,2016,6,175
BEED,2016,6,2297
AURANGABAD,2016,6,3361
BULDANA,2016,6,3488
OSMANABAD,2016,6,1419
PARBHANI,2016,6,2080
GONDIYA,2014,11,83
LATUR,2016,6,1242
NANDED,2016,6,2991
WASHIM,2016,6,1570
WARDHA,2016,6,855
JALNA,2016,6,2269
NAGPUR,2016,6,965
GADCHIROLI,2022,5,39
THANE,2022,6,30
RAIGARH,2020,3,28
GONDIYA,2022,6,74
THANE,2023,7,17
0,2020,3,9
SATARA,2011,9,19
CHANDRAPUR,2011,9,15
WARDHA,2011,9,22
RATNAGIRI,2023,7,8
MUMBAI,2020,3,14
BULDANA,2014,5,2218
JALNA,2014,5,1752
KOLHAPUR,2014,5,940
SOLAPUR,2014,5,3281
WASHIM,2014,5,1189
NANDED,2014,5,2225
AHMADNAGAR,2014,5,4321
NASIK,2014,5,3651
AURANGABAD,2014,5,2175
PUNE,2014,5,1903
HINGOLI,2014,5,1587
AKOLA,2014,5,1482
BEED,2014,5,2323
AMRAVATI,2014,5,1176
PARBHANI,2014,5,1678
SANGLI,2014,5,1379
YEVATMAL,2014,5,1441
LATUR,2014,5,1353
GONDIYA,2014,5,235
OSMANABAD,2014,5,1410
JALGAON,2014,5,1606
NAGPUR,2014,5,738
SATARA,2014,5,1094
NANDED,2018,8,5050
PARBHANI,2018,8,4255
AMRAVATI,2018,8,2536
NASIK,2018,8,2721
BULDANA,2018,8,5629
AURANGABAD,2018,8,3627
YEVATMAL,2018,8,3311
AHMADNAGAR,2018,8,3134
BEED,2018,8,3061
JALNA,2018,8,3601
NANDURBAR,2018,8,121
HINGOLI,2018,8,2472
JALGAON,2018,8,2606
SANGLI,2018,8,575
WASHIM,2018,8,3462
AKOLA,2018,8,2631
LATUR,2018,8,2102
PUNE,2018,8,869
WARDHA,2018,8,885
OSMANABAD,2018,8,1773
DHULE,2018,8,771
GADCHIROLI,2018,8,128
RATNAGIRI,2023,8,11
PALGHAR,2021,11,20
SOLAPUR,2018,8,3008
NAGPUR,2018,8,941
KOLHAPUR,2018,8,362
SATARA,2018,8,503
CHANDRAPUR,2018,8,774
RATNAGIRI,2018,8,25
BHANDARA,2018,8,259
GONDIYA,2018,8,146
RAIGARH,2018,8,15
CHANDRAPUR,2014,5,349
WARDHA,2014,5,476
DHULE,2014,5,703
MUMBAI,2014,5,98
BHANDARA,2014,5,383
RAIGARH,2014,5,81
9999,2014,5,284
GADCHIROLI,2014,5,69
THANE,2014,5,136
NANDURBAR,2014,5,164
THANE,2018,8,50
RATNAGIRI,2016,12,34
MUMBAI,2016,12,63
RATNAGIRI,2009,2,13
LATUR,2009,2,49
WASHIM,2009,2,45
GONDIYA,2009,2,13
HINGOLI,2009,2,14
AKOLA,2009,2,53
YEVATMAL,2011,4,45
AMRAVATI,2011,4,58
PARBHANI,2011,4,43
BEED,2011,4,99
AHMADNAGAR,2011,4,133
WASHIM,2011,4,45
AURANGABAD,2011,4,75
NANDED,2011,4,64
JALNA,2019,12,2260
WASHIM,2019,12,1977
NASIK,2019,12,3373
SOLAPUR,2019,12,3115
NAGPUR,2019,12,878
JALGAON,2019,12,1956
PUNE,2019,12,1443
BULDANA,2011,4,102
AKOLA,2011,4,65
WARDHA,2011,4,14
RATNAGIRI,2014,5,66
0,2014,5,6
MUMBAI,2021,11,23
0,2018,8,3
RAIGARH,2019,7,29
NANDURBAR,2011,11,23
PARBHANI,2011,11,74
SOLAPUR,2011,11,151
JALGAON,2011,11,158
AMRAVATI,2011,11,144
NASIK,2011,11,256
SATARA,2011,11,82
NAGPUR,2011,11,55
KOLHAPUR,2011,11,64
OSMANABAD,2011,11,86
NANDED,2011,11,156
DHULE,2011,11,65
LATUR,2011,11,78
HINGOLI,2011,11,70
BHANDARA,2011,11,39
SINDHUDURG,2011,11,15
RATNAGIRI,2019,7,17
SANGLI,2011,11,85
PUNE,2011,11,114
GONDIYA,2011,11,14
CHANDRAPUR,2011,11,49
BHANDARA,2011,9,6
LATUR,2011,9,36
AHMADNAGAR,2012,4,12
AMRAVATI,2012,4,3
JALNA,2012,4,5
NASIK,2012,4,5
JALGAON,2012,4,7
BEED,2012,4,9
LATUR,2012,4,6
BULDANA,2012,4,4
YEVATMAL,2012,4,7
0,2015,3,9
BHANDARA,2010,7,22
THANE,2022,5,21
PALGHAR,2022,5,7
MUMBAI,2018,8,13
9999,2018,11,3
WARDHA,2009,2,36
NANDURBAR,2009,2,12
PARBHANI,2019,12,1862
BULDANA,2019,12,3566
BEED,2019,12,2052
AMRAVATI,2019,12,1549
WARDHA,2019,12,602
AURANGABAD,2019,12,2702
SANGLI,2019,12,763
SATARA,2019,12,669
HINGOLI,2019,12,1443
KOLHAPUR,2019,12,463
AKOLA,2019,12,1524
NANDED,2019,12,2827
AHMADNAGAR,2019,12,3276
LATUR,2019,12,1358
CHANDRAPUR,2019,12,548
OSMANABAD,2019,12,1403
DHULE,2019,12,618
YEVATMAL,2019,12,3366
NANDURBAR,2019,12,145
RATNAGIRI,2019,12,52
BHANDARA,2019,12,288
GONDIYA,2019,12,138
GADCHIROLI,2019,12,99
RAIGARH,2022,5,3
SINDHUDURG,2010,7,3
BHANDARA,2009,2,28
OSMANABAD,2012,4,4
WASHIM,2012,4,6
PARBHANI,2012,4,5
AURANGABAD,2012,4,5
NAGPUR,2012,4,6
HINGOLI,2012,4,3
NANDED,2012,4,4
SOLAPUR,2012,4,6
KOLHAPUR,2009,7,220
AURANGABAD,2009,7,901
AMRAVATI,2009,7,485
WASHIM,2009,7,242
BEED,2009,7,401
PUNE,2009,7,256
AHMADNAGAR,2009,7,912
PARBHANI,2009,7,800
NANDED,2009,7,664
OSMANABAD,2009,7,375
SOLAPUR,2009,7,261
JALNA,2009,7,454
YEVATMAL,2009,7,374
BULDANA,2009,7,613
SATARA,2009,7,291
CHANDRAPUR,2009,7,75
DHULE,2010,2,76
OSMANABAD,2010,2,123
BEED,2010,2,237
YEVATMAL,2010,2,102
SOLAPUR,2010,2,126
NANDED,2010,2,214
NASIK,2010,2,250
PUNE,2010,2,152
AMRAVATI,2010,2,134
AKOLA,2010,2,73
LATUR,2010,2,99
WARDHA,2010,2,47
WARDHA,2009,7,105
HINGOLI,2009,7,120
SANGLI,2009,7,334
RAIGARH,2009,7,13
DHULE,2009,7,98
LATUR,2009,7,184
NASIK,2009,7,310
9999,2009,7,88
JALGAON,2009,7,446
CHANDRAPUR,2016,6,641
KOLHAPUR,2016,6,733
RATNAGIRI,2016,6,28
NANDURBAR,2016,6,99
0,2016,6,298
SINDHUDURG,2016,6,27
SATARA,2016,6,626
RAIGARH,2016,6,48
GADCHIROLI,2016,6,135
BHANDARA,2016,6,247
MUMBAI,2016,6,34
THANE,2016,6,63
SINDHUDURG,2018,8,6
SINDHUDURG,2014,5,95
PALGHAR,2018,8,4
GONDIYA,2011,9,9
MUMBAI,2019,7,29
SATARA,2010,2,83
HINGOLI,2010,2,77
GONDIYA,2010,2,29
PARBHANI,2010,2,162
KOLHAPUR,2010,2,60
BHANDARA,2010,2,32
NAGPUR,2009,7,123
AKOLA,2009,7,170
SINDHUDURG,2010,2,9
RATNAGIRI,2010,2,7
SANGLI,2010,2,71
NANDURBAR,2010,2,18
THANE,2010,2,21
DHULE,2011,2,31
NANDURBAR,2011,2,13
HINGOLI,2011,2,26
SOLAPUR,2011,2,43
AMRAVATI,2011,2,48
NAGPUR,2011,2,24
9999,2011,2,2
SANGLI,2011,2,14
LATUR,2011,2,17
RAIGARH,2011,2,5
THANE,2009,7,34
RATNAGIRI,2009,7,7
MUMBAI,2010,2,12
GONDIYA,2009,7,18
GONDIYA,2011,2,7
SINDHUDURG,2009,7,20
NANDURBAR,2009,7,34
GADCHIROLI,2009,7,16
BHANDARA,2009,7,31
PALGHAR,2016,6,4
JALGAON,2011,1,93
JALNA,2011,1,71
AMRAVATI,2011,1,78
LATUR,2011,1,55
AKOLA,2011,1,48
YEVATMAL,2011,1,67
AHMADNAGAR,2011,1,141
AURANGABAD,2011,1,121
BULDANA,2011,1,154
BEED,2011,1,118
SANGLI,2011,1,31
GONDIYA,2011,1,11
RATNAGIRI,2011,1,2
SOLAPUR,2011,1,72
NANDED,2011,1,60
WARDHA,2011,1,37
NAGPUR,2011,1,33
OSMANABAD,2011,1,41
SATARA,2011,1,41
PUNE,2011,1,73
NASIK,2011,1,154
PARBHANI,2011,1,74
WASHIM,2011,1,55
THANE,2011,1,11
9999,2011,1,1
THANE,2010,7,5
Mumbai Suburban,2014,5,26
CHANDRAPUR,2011,1,12
BHANDARA,2011,1,12
DHULE,2011,1,30
HINGOLI,2011,1,35
KOLHAPUR,2011,1,16
RAIGARH,2011,1,10
CHANDRAPUR,2009,2,11
MUMBAI,2010,7,8
PALGHAR,2016,12,16
RATNAGIRI,2011,2,5
WARDHA,2011,2,26
CHANDRAPUR,2010,2,17
AHMADNAGAR,2024,6,1110
SANGLI,2024,6,511
SATARA,2024,6,245
JALGAON,2024,6,992
SINDHUDURG,2024,6,26
RATNAGIRI,2024,6,9
RAIGARH,2024,6,14
THANE,2024,6,32
NASIK,2024,6,964
DHULE,2024,6,380
KOLHAPUR,2024,6,369
PUNE,2024,6,501
YEVATMAL,2024,6,2906
SOLAPUR,2024,5,493
AURANGABAD,2024,5,438
JALNA,2024,5,381
PUNE,2024,5,345
SANGLI,2024,5,311
KOLHAPUR,2024,5,354
SATARA,2024,5,166
BULDANA,2024,6,2046
LATUR,2024,6,846
WARDHA,2024,6,580
WASHIM,2024,6,1764
OSMANABAD,2024,6,526
NANDED,2024,6,2987
SOLAPUR,2024,6,1080
AURANGABAD,2024,6,1326
GONDIYA,2024,6,152
NAGPUR,2024,6,820
AKOLA,2024,6,1088
PARBHANI,2024,6,1114
BEED,2024,6,1058
JALNA,2024,6,969
NANDURBAR,2024,6,64
HINGOLI,2024,6,843
MUMBAI,2024,6,7
CHANDRAPUR,2024,6,802
PALGHAR,2024,6,15
GONDIYA,2012,8,13
SINDHUDURG,2012,8,9
MUMBAI,2012,8,4
SINDHUDURG,2023,9,8
BHANDARA,2024,6,230
GADCHIROLI,2024,6,127
NASIK,2019,10,2592
BULDANA,2019,10,3655
PARBHANI,2019,10,2610
WASHIM,2019,10,2761
JALNA,2019,10,2495
AHMADNAGAR,2019,10,2554
AKOLA,2019,10,1750
SANGLI,2019,10,659
HINGOLI,2019,10,1918
AMRAVATI,2019,10,1676
NAGPUR,2019,10,882
NANDED,2019,10,3980
OSMANABAD,2019,10,1351
DHULE,2019,10,432
NANDURBAR,2019,10,136
AURANGABAD,2019,10,2889
WARDHA,2019,10,679
JALGAON,2019,10,1393
SOLAPUR,2019,10,2930
KOLHAPUR,2019,10,305
SATARA,2019,10,439
LATUR,2019,10,1514
CHANDRAPUR,2019,10,677
PUNE,2019,10,833
YEVATMAL,2019,10,3046
THANE,2019,10,48
BEED,2019,10,1740
GONDIYA,2019,10,128
BHANDARA,2019,10,190
GADCHIROLI,2019,10,175
SINDHUDURG,2014,4,66
Mumbai Suburban,2014,4,30
AMRAVATI,2024,6,1191
WASHIM,2024,5,574
GONDIYA,2024,5,106
NAGPUR,2024,5,212
MUMBAI,2024,5,11
PALGHAR,2024,5,2
0,2019,9,10
LATUR,2015,4,1643
PALGHAR,2023,10,18
SINDHUDURG,2015,4,62
GONDIYA,2009,8,18
SANGLI,2009,8,176
SINDHUDURG,2009,8,34
AMRAVATI,2009,8,397
KOLHAPUR,2009,8,194
NAGPUR,2009,8,94
AKOLA,2009,8,150
THANE,2017,7,46
9999,2009,8,36
MUMBAI,2017,7,25
RAIGARH,2017,7,28
9999,2013,11,34
NANDED,2013,3,1794
AMRAVATI,2013,3,1669
PARBHANI,2013,3,1504
AKOLA,2013,3,1751
NASIK,2013,3,2569
YEVATMAL,2013,3,1525
LATUR,2013,3,1078
DHULE,2013,3,922
PUNE,2013,3,1651
HINGOLI,2013,3,1065
SOLAPUR,2013,3,2010
THANE,2013,3,208
BHANDARA,2013,3,770
SATARA,2013,3,1018
AHMADNAGAR,2013,3,1541
JALGAON,2013,3,1896
SINDHUDURG,2013,3,75
WASHIM,2013,3,1021
CHANDRAPUR,2013,3,559
GADCHIROLI,2013,3,184
OSMANABAD,2013,3,1113
WARDHA,2013,3,564
BULDANA,2013,3,958
NAGPUR,2013,3,826
JALNA,2013,3,1871
RAIGARH,2014,10,31
SANGLI,2013,3,987
RAIGARH,2013,3,40
KOLHAPUR,2013,3,1070
AURANGABAD,2013,3,769
BEED,2013,3,808
RATNAGIRI,2019,2,33
RATNAGIRI,2013,3,120
GONDIYA,2013,3,125
NANDURBAR,2013,3,271
MUMBAI,2013,3,52
MUMBAI,2023,4,4
0,2014,4,5
9999,2013,3,10
PALGHAR,2013,3,2
RAIGARH,2018,9,11
AKOLA,2015,9,2642
NANDED,2015,9,4571
WASHIM,2015,9,3259
BEED,2015,9,3386
HINGOLI,2015,9,3001
YEVATMAL,2015,9,3127
SOLAPUR,2015,9,4079
NAGPUR,2015,9,1184
AHMADNAGAR,2015,9,3672
PARBHANI,2015,9,3113
JALNA,2015,9,3571
GADCHIROLI,2015,9,155
BULDANA,2015,9,5100
OSMANABAD,2015,9,1950
NASIK,2015,9,3722
LATUR,2015,9,1537
DHULE,2015,9,1260
WARDHA,2015,9,1063
AMRAVATI,2015,9,2340
SANGLI,2015,9,992
NANDURBAR,2015,9,246
AURANGABAD,2015,9,4126
KOLHAPUR,2015,9,560
BHANDARA,2015,9,361
PUNE,2015,9,1245
THANE,2015,9,72
JALGAON,2015,9,3043
SATARA,2015,9,722
CHANDRAPUR,2015,9,779
Mumbai Suburban,2018,9,1
AURANGABAD,2019,4,2057
YEVATMAL,2019,4,1453
DHULE,2019,4,232
BULDANA,2019,4,876
BEED,2019,4,668
JALNA,2019,4,636
SATARA,2019,4,330
HINGOLI,2019,4,905
NANDED,2019,4,1612
KOLHAPUR,2019,4,454
SOLAPUR,2019,4,1265
AKOLA,2019,4,576
NAGPUR,2019,4,345
PARBHANI,2019,4,1182
NASIK,2019,4,987
LATUR,2019,4,589
AHMADNAGAR,2019,4,1043
WASHIM,2019,4,915
AMRAVATI,2019,4,497
OSMANABAD,2019,4,493
SANGLI,2019,4,418
JALGAON,2019,4,541
SOLAPUR,2011,12,201
NAGPUR,2011,12,83
PUNE,2011,12,140
AKOLA,2011,12,115
AHMADNAGAR,2011,12,293
YEVATMAL,2011,12,163
PARBHANI,2011,12,128
WASHIM,2011,12,112
DHULE,2011,12,59
JALNA,2011,12,115
NASIK,2011,12,246
BEED,2011,12,169
BULDANA,2011,12,236
WARDHA,2011,12,57
AURANGABAD,2011,12,170
KOLHAPUR,2011,12,53
PUNE,2019,4,778
WARDHA,2019,4,203
JALGAON,2011,12,162
NANDED,2011,12,148
OSMANABAD,2011,12,85
AMRAVATI,2011,12,117
GONDIYA,2015,9,158
RAIGARH,2015,9,29
SATARA,2011,12,83
THANE,2011,12,10
LATUR,2011,12,86
PALGHAR,2019,4,11
CHANDRAPUR,2011,12,39
NANDURBAR,2019,4,32
SANGLI,2011,12,66
NANDURBAR,2011,12,18
HINGOLI,2011,12,76
9999,2013,8,16
BHANDARA,2019,4,119
RAIGARH,2019,4,40
THANE,2019,4,40
NANDURBAR,2013,8,66
RATNAGIRI,2019,4,39
MUMBAI,2015,9,22
SINDHUDURG,2013,8,27
RAIGARH,2013,8,27
null,2015,9,3
MUMBAI,2013,8,12
RATNAGIRI,2013,8,31
GONDIYA,2019,4,81
GADCHIROLI,2019,4,35
MUMBAI,2019,4,32
Mumbai Suburban,2015,9,2
CHANDRAPUR,2019,4,173
0,2019,4,11
MUMBAI,2019,10,26
RATNAGIRI,2019,10,19
PALGHAR,2019,10,29
0,2019,10,12
RAIGARH,2019,10,13
SINDHUDURG,2019,10,20
NASIK,2009,5,254
AMRAVATI,2009,5,484
KOLHAPUR,2009,5,223
AHMADNAGAR,2009,5,958
JALGAON,2009,5,200
PUNE,2009,5,267
RAIGARH,2009,5,19
PARBHANI,2009,5,126
AURANGABAD,2009,5,263
AKOLA,2009,5,117
SOLAPUR,2009,5,230
OSMANABAD,2009,5,134
BULDANA,2009,5,153
9999,2009,5,225
SATARA,2009,5,208
SANGLI,2009,5,273
THANE,2009,5,39
DHULE,2009,5,99
BEED,2009,5,244
BHANDARA,2009,5,67
YEVATMAL,2009,5,86
LATUR,2009,5,45
CHANDRAPUR,2009,5,18
SINDHUDURG,2019,4,26
NANDURBAR,2009,5,21
NANDED,2009,5,97
SINDHUDURG,2009,5,15
CHANDRAPUR,2015,4,377
GADCHIROLI,2015,4,106
MUMBAI,2015,4,52
THANE,2015,4,178
RAIGARH,2015,4,88
NANDURBAR,2015,4,176
WARDHA,2009,5,35
GONDIYA,2009,5,45
JALNA,2009,5,98
NAGPUR,2009,5,126
WASHIM,2009,5,83
RATNAGIRI,2015,4,69
Mumbai Suburban,2015,4,4
HINGOLI,2009,5,26
BHANDARA,2011,12,34
RAIGARH,2013,11,33
Mumbai Suburban,2021,1,4
0,2020,1,3
SINDHUDURG,2024,5,11
JALGAON,2024,5,346
THANE,2024,5,23
RAIGARH,2024,5,9
RATNAGIRI,2024,5,5
AMRAVATI,2024,5,455
YEVATMAL,2024,5,772
BULDANA,2024,5,646
AKOLA,2024,5,336
LATUR,2024,5,503
HINGOLI,2024,5,362
NANDURBAR,2024,5,43
GADCHIROLI,2024,5,37
