district,year,month,count
THANE,2013,4,198
MUMBAI,2015,8,13
RATNAGIRI,2013,4,112
GADCHIROLI,2013,4,141
RAIGARH,2013,4,95
0,2015,8,8
KOLHAPUR,2021,1,374
NANDED,2021,1,1178
NASIK,2021,1,1177
SOLAPUR,2021,1,1481
SANGLI,2021,1,408
CHANDRAPUR,2021,1,196
AKOLA,2021,1,731
JALGAON,2021,1,825
AURANGABAD,2021,1,1211
BULDANA,2021,1,1167
AHMADNAGAR,2021,1,1388
PARBHANI,2021,1,715
BEED,2021,1,1068
JALNA,2021,1,855
HINGOLI,2021,1,491
AMRAVATI,2021,1,898
NAGPUR,2021,1,354
WASHIM,2021,1,941
PUNE,2021,1,639
OSMANABAD,2021,1,537
LATUR,2021,1,626
YEVATMAL,2021,1,1072
WARDHA,2021,1,326
DHULE,2021,1,366
BHANDARA,2021,1,114
RATNAGIRI,2021,1,43
SATARA,2021,1,400
PALGHAR,2021,1,34
RAIGARH,2021,1,57
SINDHUDURG,2021,1,36
OSMANABAD,2023,2,181
SATARA,2023,2,131
WASHIM,2023,2,470
AMRAVATI,2023,2,333
GONDIYA,2023,2,34
NAGPUR,2023,2,239
HINGOLI,2023,2,207
AURANGABAD,2023,2,428
LATUR,2023,2,245
BEED,2023,2,435
SOLAPUR,2023,2,545
BULDANA,2023,2,466
NANDED,2023,2,488
AHMADNAGAR,2023,2,629
JALNA,2023,2,415
BHANDARA,2023,2,36
YEVATMAL,2023,2,398
CHANDRAPUR,2023,2,56
RAIGARH,2023,2,22
WARDHA,2023,2,111
NANDURBAR,2023,2,33
JALGAON,2023,2,253
AKOLA,2023,2,227
NASIK,2023,2,347
PUNE,2023,2,198
PARBHANI,2023,2,270
DHULE,2023,2,292
KOLHAPUR,2023,2,163
THANE,2021,1,57
SANGLI,2023,2,163
GONDIYA,2021,1,71
MUMBAI,2021,1,55
GADCHIROLI,2021,1,24
GADCHIROLI,2023,2,23
RATNAGIRI,2023,2,19
PALGHAR,2022,4,10
WASHIM,2015,2,1192
NANDURBAR,2015,2,156
BHANDARA,2015,2,238
RAIGARH,2015,2,95
GONDIYA,2015,2,146
SINDHUDURG,2015,2,73
THANE,2015,2,205
GONDIYA,2022,4,52
PALGHAR,2015,8,4
RAIGARH,2013,10,26
9999,2013,10,14
SINDHUDURG,2013,10,10
9999,2013,4,11
MUMBAI,2013,4,82
SINDHUDURG,2013,4,73
MUMBAI,2013,10,12
THANE,2019,11,74
SANGLI,2012,2,21
PALGHAR,2014,9,1
BHANDARA,2016,9,326
WARDHA,2016,9,985
DHULE,2016,9,984
PUNE,2016,9,1224
GONDIYA,2016,9,178
MUMBAI,2016,9,55
AMRAVATI,2016,4,1817
MUMBAI,2016,4,142
WARDHA,2016,4,552
RAIGARH,2016,4,106
0,2016,4,417
SINDHUDURG,2012,5,7
GADCHIROLI,2016,4,76
THANE,2016,4,211
BHANDARA,2012,5,25
THANE,2012,5,11
DHULE,2012,5,29
PALGHAR,2019,8,28
JALNA,2012,12,875
JALGAON,2012,12,1015
NAGPUR,2012,12,642
AHMADNAGAR,2012,12,2247
WASHIM,2012,12,811
AURANGABAD,2012,12,1426
SANGLI,2012,12,800
BULDANA,2012,12,1395
YEVATMAL,2012,12,1229
NASIK,2012,12,1994
PUNE,2012,12,971
THANE,2012,12,151
PARBHANI,2012,12,805
LATUR,2012,12,833
AMRAVATI,2012,12,1168
NANDED,2012,12,1294
OSMANABAD,2012,12,757
SOLAPUR,2012,12,1508
SINDHUDURG,2012,12,56
SATARA,2012,12,620
NANDURBAR,2012,12,112
BEED,2012,12,1058
HINGOLI,2012,12,841
KOLHAPUR,2012,12,527
AKOLA,2012,12,970
RATNAGIRI,2012,12,49
RAIGARH,2012,12,89
GADCHIROLI,2016,9,142
0,2016,9,358
DHULE,2012,6,158
YEVATMAL,2010,1,56
WASHIM,2010,1,69
SINDHUDURG,2019,8,29
0,2015,2,1
GADCHIROLI,2015,2,63
BHANDARA,2009,9,24
LATUR,2009,9,122
CHANDRAPUR,2009,9,22
NAGPUR,2009,9,49
WARDHA,2009,9,43
GONDIYA,2009,9,21
RAIGARH,2009,9,10
THANE,2009,9,8
SINDHUDURG,2009,9,2
THANE,2023,5,13
RATNAGIRI,2023,5,17
GADCHIROLI,2009,3,5
9999,2009,3,93
RAIGARH,2009,3,14
NANDED,2009,3,89
THANE,2009,3,33
WASHIM,2009,3,47
LATUR,2009,3,61
RATNAGIRI,2015,8,19
9999,2009,9,61
WARDHA,2012,12,494
BHANDARA,2012,12,318
DHULE,2012,12,480
CHANDRAPUR,2012,12,328
MUMBAI,2012,12,82
SINDHUDURG,2018,4,11
JALGAON,2016,10,2280
AHMADNAGAR,2016,10,4693
AURANGABAD,2016,10,3703
NANDED,2016,10,4906
SOLAPUR,2016,10,5755
MUMBAI,2016,10,50
NASIK,2016,10,4452
OSMANABAD,2016,10,2405
CHANDRAPUR,2016,10,918
HINGOLI,2016,10,2893
KOLHAPUR,2016,10,650
AKOLA,2016,10,2556
BULDANA,2016,10,4209
WASHIM,2016,10,2923
LATUR,2016,10,2254
PARBHANI,2016,10,3227
SANGLI,2016,10,1257
WARDHA,2016,10,992
AMRAVATI,2016,10,2244
JALNA,2016,10,3316
BEED,2016,10,3286
YEVATMAL,2016,10,3327
PUNE,2016,10,1683
NAGPUR,2016,10,1093
SATARA,2016,10,949
GADCHIROLI,2016,10,187
GADCHIROLI,2012,12,95
GONDIYA,2012,12,166
RATNAGIRI,2016,9,17
SINDHUDURG,2023,5,12
PARBHANI,2023,9,1258
BULDANA,2023,9,1620
NASIK,2023,9,894
AHMADNAGAR,2023,9,999
HINGOLI,2023,9,788
YEVATMAL,2023,9,1691
BEED,2023,9,1224
JALGAON,2023,9,730
PUNE,2023,9,298
SOLAPUR,2023,9,985
NANDED,2023,9,1554
JALNA,2023,9,1035
AKOLA,2023,9,803
NAGPUR,2023,9,396
AURANGABAD,2023,9,1117
AMRAVATI,2023,9,839
LATUR,2023,9,712
WASHIM,2023,9,1522
SATARA,2023,9,191
PUNE,2022,9,255
JALGAON,2022,9,717
BULDANA,2022,9,1053
YEVATMAL,2022,9,1329
JALNA,2022,9,825
NASIK,2022,9,697
AHMADNAGAR,2022,9,865
SOLAPUR,2022,9,809
WARDHA,2022,9,254
AKOLA,2022,9,537
NANDED,2022,9,1555
AURANGABAD,2022,9,961
HINGOLI,2022,9,733
GADCHIROLI,2022,9,39
WASHIM,2022,9,786
OSMANABAD,2022,9,382
CHANDRAPUR,2022,9,173
DHULE,2022,9,284
BEED,2022,9,864
GONDIYA,2022,9,88
NAGPUR,2022,9,365
LATUR,2022,9,484
DHULE,2023,9,323
SINDHUDURG,2023,11,6
NANDURBAR,2021,1,85
JALGAON,2012,11,582
SOLAPUR,2012,11,707
BEED,2012,11,604
SINDHUDURG,2012,11,22
HINGOLI,2012,11,479
BULDANA,2012,11,902
AMRAVATI,2012,11,573
JALNA,2012,11,566
SANGLI,2012,11,429
NASIK,2012,11,951
BHANDARA,2012,11,127
YEVATMAL,2012,11,700
OSMANABAD,2012,11,410
AKOLA,2012,11,478
CHANDRAPUR,2012,11,213
LATUR,2012,11,487
AURANGABAD,2012,11,822
WASHIM,2012,11,456
NANDED,2012,11,769
DHULE,2012,11,216
AHMADNAGAR,2012,11,1058
SATARA,2012,11,257
NAGPUR,2012,11,327
PUNE,2012,11,379
WASHIM,2018,9,1817
NASIK,2018,9,2313
JALGAON,2018,9,1972
PARBHANI,2018,9,2782
LATUR,2018,9,1366
AURANGABAD,2018,9,2834
WARDHA,2018,9,591
BULDANA,2018,9,4428
NANDED,2018,9,2875
HINGOLI,2018,9,1590
JALNA,2018,9,2710
PUNE,2018,9,723
BEED,2018,9,2187
AHMADNAGAR,2018,9,2494
CHANDRAPUR,2018,9,542
YEVATMAL,2018,9,2417
AMRAVATI,2018,9,1711
DHULE,2018,9,560
AKOLA,2018,9,1622
SANGLI,2018,9,481
BHANDARA,2018,9,201
SOLAPUR,2018,9,2538
NAGPUR,2018,9,716
THANE,2012,11,28
MUMBAI,2012,11,15
PARBHANI,2012,11,411
NANDURBAR,2012,11,39
GADCHIROLI,2012,11,54
RAIGARH,2012,11,18
WARDHA,2012,11,266
RATNAGIRI,2023,11,18
SATARA,2018,9,364
KOLHAPUR,2018,9,311
SOLAPUR,2014,4,3832
NANDED,2014,4,2554
NASIK,2014,4,3888
BULDANA,2014,4,2499
AHMADNAGAR,2014,4,4599
AKOLA,2014,4,1522
JALGAON,2014,4,1570
JALNA,2014,4,2091
OSMANABAD,2018,9,1337
MUMBAI,2018,9,20
THANE,2018,9,27
NANDURBAR,2018,9,134
GONDIYA,2018,9,126
GADCHIROLI,2018,9,137
YEVATMAL,2014,4,1470
AMRAVATI,2014,4,1289
KOLHAPUR,2014,4,1029
PUNE,2014,4,2203
RATNAGIRI,2014,4,84
LATUR,2014,4,1390
OSMANABAD,2014,4,1554
SANGLI,2014,4,1320
NAGPUR,2014,4,813
CHANDRAPUR,2014,4,482
AURANGABAD,2014,4,2190
SATARA,2014,4,1202
BEED,2014,4,2603
9999,2014,4,526
HINGOLI,2014,4,1547
BHANDARA,2014,4,475
PARBHANI,2014,4,2218
WASHIM,2014,4,1300
WARDHA,2014,4,365
DHULE,2014,4,846
GONDIYA,2014,4,272
0,2018,9,11
NANDURBAR,2014,4,161
RATNAGIRI,2018,9,14
SINDHUDURG,2018,9,23
THANE,2014,4,182
GADCHIROLI,2014,4,118
CHANDRAPUR,2023,9,260
OSMANABAD,2023,9,515
WARDHA,2023,9,295
KOLHAPUR,2023,9,224
AMRAVATI,2022,9,466
SANGLI,2022,9,187
SATARA,2022,9,189
PARBHANI,2022,9,1029
KOLHAPUR,2022,9,172
BHANDARA,2022,9,78
RATNAGIRI,2022,9,12
SINDHUDURG,2022,9,14
THANE,2022,9,15
PALGHAR,2022,9,5
NANDURBAR,2022,9,45
GONDIYA,2023,9,134
SINDHUDURG,2023,2,19
BHANDARA,2023,9,80
RATNAGIRI,2023,9,8
SANGLI,2023,9,309
MUMBAI,2022,9,5
THANE,2023,2,9
GADCHIROLI,2023,9,68
THANE,2024,4,19
NANDED,2024,4,731
MUMBAI,2023,2,12
GADCHIROLI,2024,4,29
HINGOLI,2024,4,308
CHANDRAPUR,2024,4,96
BHANDARA,2024,4,165
PALGHAR,2024,4,5
JALNA,2024,4,361
BEED,2024,4,406
YEVATMAL,2024,4,694
NAGPUR,2024,4,241
LATUR,2024,4,509
BULDANA,2024,4,697
AKOLA,2024,4,350
AHMADNAGAR,2024,4,620
SATARA,2024,4,171
SANGLI,2024,4,290
SOLAPUR,2024,4,527
PUNE,2024,4,341
OSMANABAD,2024,4,217
WARDHA,2024,4,125
AMRAVATI,2024,4,392
KOLHAPUR,2024,4,288
PARBHANI,2024,4,387
AURANGABAD,2024,4,426
GONDIYA,2024,4,95
MUMBAI,2024,4,10
NANDURBAR,2024,4,11
DHULE,2024,4,236
JALGAON,2024,4,302
RAIGARH,2024,4,15
WASHIM,2024,4,795
NASIK,2024,4,358
DHULE,2024,2,220
AHMADNAGAR,2024,2,759
OSMANABAD,2024,2,250
SOLAPUR,2024,2,519
LATUR,2024,2,383
BULDANA,2024,2,1069
AMRAVATI,2024,2,540
NAGPUR,2024,2,360
KOLHAPUR,2024,2,247
SANGLI,2024,2,219
PUNE,2024,2,260
SATARA,2024,2,159
BEED,2024,2,401
AURANGABAD,2024,2,578
NANDED,2024,2,917
BHANDARA,2024,1,77
CHANDRAPUR,2024,1,140
AMRAVATI,2024,1,370
WARDHA,2024,1,144
PARBHANI,2024,1,386
SANGLI,2024,1,194
NAGPUR,2024,1,227
NANDURBAR,2024,1,15
GADCHIROLI,2024,1,23
BULDANA,2024,1,720
AKOLA,2024,1,441
BHANDARA,2024,3,106
GADCHIROLI,2024,3,23
NAGPUR,2024,3,260
JALGAON,2024,3,258
JALGAON,2024,1,364
HINGOLI,2024,1,264
THANE,2024,1,18
DHULE,2024,1,186
THANE,2024,3,19
SOLAPUR,2024,3,491
PUNE,2024,3,217
AHMADNAGAR,2024,3,469
OSMANABAD,2024,3,259
JALNA,2024,2,471
PARBHANI,2024,2,398
AKOLA,2024,2,785
WARDHA,2024,2,307
BHANDARA,2024,2,144
YEVATMAL,2024,2,937
SOLAPUR,2024,1,454
THANE,2024,2,9
NASIK,2024,2,384
JALGAON,2024,2,334
SINDHUDURG,2024,2,10
RAIGARH,2024,2,11
RATNAGIRI,2024,2,10
WASHIM,2024,2,1247
PALGHAR,2024,2,7
HINGOLI,2024,2,347
CHANDRAPUR,2024,2,214
GADCHIROLI,2024,2,21
GONDIYA,2024,2,41
NANDURBAR,2024,2,15
MUMBAI,2024,2,5
KOLHAPUR,2012,11,180
PALGHAR,2018,4,9
RATNAGIRI,2012,11,14
KOLHAPUR,2023,4,253
BEED,2023,4,452
YEVATMAL,2023,4,700
BULDANA,2023,4,774
NANDED,2023,4,722
SATARA,2023,4,173
BHANDARA,2023,4,71
WASHIM,2023,4,583
PUNE,2023,4,330
AHMADNAGAR,2023,4,582
OSMANABAD,2023,4,264
NASIK,2023,4,636
NAGPUR,2023,4,235
SOLAPUR,2023,4,598
SANGLI,2023,4,238
JALGAON,2023,4,411
AURANGABAD,2023,4,448
LATUR,2023,4,393
JALNA,2023,4,468
HINGOLI,2023,4,298
WARDHA,2023,4,119
JALNA,2020,1,2311
DHULE,2020,1,593
LATUR,2020,1,1382
NASIK,2020,1,2693
BULDANA,2020,1,3286
AHMADNAGAR,2020,1,3381
WARDHA,2020,1,747
AMRAVATI,2020,1,1659
BEED,2020,1,2183
NANDED,2020,1,3504
SOLAPUR,2020,1,2866
YEVATMAL,2020,1,4265
WASHIM,2020,1,2201
AURANGABAD,2020,1,2469
PARBHANI,2020,1,1889
OSMANABAD,2020,1,1293
DHULE,2023,4,227
AKOLA,2023,4,372
AMRAVATI,2023,4,277
PARBHANI,2023,4,361
CHANDRAPUR,2023,4,119
GADCHIROLI,2023,4,35
GONDIYA,2023,4,62
RATNAGIRI,2023,4,14
NANDURBAR,2023,4,19
THANE,2023,4,20
AURANGABAD,2023,10,621
JALNA,2023,10,600
NANDURBAR,2023,10,26
NASIK,2023,10,587
DHULE,2023,10,187
AMRAVATI,2023,10,597
BULDANA,2023,10,976
SATARA,2023,10,213
WASHIM,2023,10,906
BEED,2023,10,639
YEVATMAL,2023,10,1138
LATUR,2023,10,519
NAGPUR,2023,10,294
AKOLA,2023,10,494
CHANDRAPUR,2023,10,224
OSMANABAD,2023,10,385
SOLAPUR,2023,10,782
NANDED,2023,10,1137
AHMADNAGAR,2023,10,819
JALGAON,2023,10,460
HINGOLI,2023,10,435
HINGOLI,2020,1,1568
SANGLI,2020,1,855
SATARA,2020,1,866
JALGAON,2020,1,1963
BHANDARA,2020,1,425
AKOLA,2020,1,1497
RATNAGIRI,2020,1,65
PUNE,2020,1,1647
SANGLI,2023,10,289
KOLHAPUR,2023,10,181
GADCHIROLI,2023,10,47
PARBHANI,2023,10,590
PUNE,2023,10,265
GONDIYA,2023,10,69
WARDHA,2023,10,230
SINDHUDURG,2020,1,61
NAGPUR,2020,1,944
GADCHIROLI,2020,1,149
CHANDRAPUR,2020,1,631
BHANDARA,2023,10,70
THANE,2023,10,28
RATNAGIRI,2023,10,15
KOLHAPUR,2020,1,582
NANDURBAR,2020,1,144
GONDIYA,2020,1,258
RAIGARH,2023,4,12
WASHIM,2019,9,2861
NASIK,2019,9,2975
AURANGABAD,2019,9,4360
SOLAPUR,2019,9,3674
PUNE,2019,9,1198
BULDANA,2019,9,4532
LATUR,2019,9,1961
SANGLI,2019,9,830
AKOLA,2019,9,2133
YEVATMAL,2019,9,3886
NANDED,2019,9,5309
DHULE,2019,9,685
PARBHANI,2019,9,4320
JALNA,2019,9,4122
AMRAVATI,2019,9,2160
OSMANABAD,2019,9,1717
BEED,2019,9,3359
KOLHAPUR,2019,9,417
HINGOLI,2019,9,2527
WARDHA,2019,9,816
AHMADNAGAR,2019,9,3502
BHANDARA,2019,9,268
NAGPUR,2019,9,1285
JALGAON,2019,9,2246
CHANDRAPUR,2019,9,811
PALGHAR,2023,4,17
SINDHUDURG,2023,4,13
THANE,2020,1,90
WARDHA,2013,11,505
OSMANABAD,2013,11,1752
SANGLI,2013,11,964
AHMADNAGAR,2013,11,3461
DHULE,2013,11,457
NANDED,2013,11,2219
NAGPUR,2013,11,591
BEED,2013,11,1586
NASIK,2013,11,2564
BULDANA,2013,11,1853
AURANGABAD,2013,11,1672
LATUR,2013,11,1260
AKOLA,2013,11,1133
SOLAPUR,2013,11,2809
JALNA,2013,11,1781
YEVATMAL,2013,11,1176
PARBHANI,2013,11,1303
WASHIM,2013,11,1147
AMRAVATI,2013,11,1137
PUNE,2013,11,1304
JALGAON,2013,11,1284
SATARA,2013,11,721
CHANDRAPUR,2013,11,395
GADCHIROLI,2013,11,36
HINGOLI,2013,11,1142
NANDURBAR,2013,11,107
THANE,2013,11,98
AHMADNAGAR,2009,8,1302
WARDHA,2009,8,108
LATUR,2009,8,138
SOLAPUR,2009,8,432
AURANGABAD,2009,8,982
WASHIM,2009,8,270
JALNA,2009,8,634
DHULE,2009,8,113
NANDED,2009,8,950
YEVATMAL,2009,8,537
PARBHANI,2009,8,640
BULDANA,2009,8,596
BEED,2009,8,385
NASIK,2009,8,522
SATARA,2009,8,398
PUNE,2009,8,235
OSMANABAD,2009,8,392
JALGAON,2009,8,442
HINGOLI,2009,8,225
KOLHAPUR,2013,11,454
BHANDARA,2013,11,251
PALGHAR,2020,1,47
GONDIYA,2019,9,201
SATARA,2019,9,602
PALGHAR,2019,9,25
GADCHIROLI,2019,9,132
NANDURBAR,2019,9,137
MUMBAI,2019,9,45
NANDURBAR,2023,9,60
RATNAGIRI,2024,1,11
SINDHUDURG,2024,1,9
SATARA,2024,1,133
RAIGARH,2024,1,6
SATARA,2024,3,128
SANGLI,2024,3,179
KOLHAPUR,2024,3,203
KOLHAPUR,2024,1,171
LATUR,2024,3,444
CHANDRAPUR,2024,3,116
PALGHAR,2023,2,5
PUNE,2014,2,1842
WASHIM,2014,2,959
LATUR,2014,2,1173
AMRAVATI,2014,2,1323
YEVATMAL,2014,2,1322
OSMANABAD,2014,2,1512
HINGOLI,2014,2,1190
SANGLI,2014,2,1148
AKOLA,2014,2,1232
AURANGABAD,2014,2,1951
SOLAPUR,2014,2,3362
JALNA,2014,2,1940
PARBHANI,2014,2,1761
SATARA,2014,2,947
WARDHA,2014,2,397
BHANDARA,2014,2,366
GADCHIROLI,2014,2,111
NAGPUR,2014,2,795
AHMADNAGAR,2014,2,4083
JALGAON,2014,2,1705
MUMBAI,2024,1,8
BEED,2024,3,395
NANDED,2024,3,634
AKOLA,2024,3,421
JALNA,2024,3,456
BEED,2014,2,2071
BULDANA,2014,2,2167
NASIK,2014,2,3098
RATNAGIRI,2014,2,92
NANDURBAR,2014,2,159
NANDED,2014,2,2116
THANE,2014,2,202
DHULE,2014,2,781
CHANDRAPUR,2014,2,396
GONDIYA,2014,2,185
RAIGARH,2014,2,86
SINDHUDURG,2014,2,74
KOLHAPUR,2014,2,846
9999,2014,2,281
JALNA,2013,5,2186
NASIK,2013,5,3581
DHULE,2013,5,688
NANDED,2013,5,2043
BULDANA,2013,5,2108
JALGAON,2013,5,1670
BEED,2013,5,1843
AKOLA,2013,5,1502
OSMANABAD,2013,5,1331
AMRAVATI,2013,5,1387
PARBHANI,2013,5,1654
SATARA,2013,5,1171
HINGOLI,2013,5,1114
PUNE,2013,5,2022
YEVATMAL,2013,5,1590
AURANGABAD,2013,5,2517
LATUR,2013,5,1167
WASHIM,2013,5,1051
AHMADNAGAR,2013,5,4784
WARDHA,2013,5,542
SOLAPUR,2013,5,2416
KOLHAPUR,2013,5,1189
SANGLI,2013,5,1402
NAGPUR,2013,5,875
CHANDRAPUR,2013,5,318
GONDIYA,2013,5,249
Mumbai Suburban,2014,2,15
MUMBAI,2014,2,42
YEVATMAL,2024,1,777
AURANGABAD,2024,1,480
GONDIYA,2024,1,31
NASIK,2024,1,383
PUNE,2024,1,209
AHMADNAGAR,2024,1,664
NANDED,2024,1,633
OSMANABAD,2024,1,255
LATUR,2024,1,298
JALNA,2024,1,403
BEED,2024,1,356
WASHIM,2024,1,667
AURANGABAD,2024,3,410
NASIK,2024,3,274
PARBHANI,2024,3,388
AMRAVATI,2024,3,340
DHULE,2024,3,162
RAIGARH,2024,3,6
RATNAGIRI,2024,3,9
SINDHUDURG,2024,3,7
YEVATMAL,2024,3,663
WARDHA,2024,3,155
GONDIYA,2024,3,50
WASHIM,2024,3,680
HINGOLI,2024,3,263
BULDANA,2024,3,639
NANDURBAR,2024,3,19
PALGHAR,2024,3,14
MUMBAI,2024,3,3
THANE,2023,9,8
NANDED,2021,6,59
AHMADNAGAR,2021,6,25
JALGAON,2021,6,40
HINGOLI,2021,6,19
BULDANA,2021,6,69
KOLHAPUR,2021,6,15
PARBHANI,2021,6,30
RAIGARH,2021,6,2
BEED,2021,6,23
NASIK,2021,6,31
AMRAVATI,2021,6,27
OSMANABAD,2021,6,23
DHULE,2021,6,13
AURANGABAD,2021,6,44
SOLAPUR,2021,6,34
JALNA,2021,6,35
BHANDARA,2021,6,3
CHANDRAPUR,2021,6,14
YEVATMAL,2021,6,44
GONDIYA,2021,6,6
WARDHA,2014,10,683
YEVATMAL,2014,10,1983
BULDANA,2014,10,2414
HINGOLI,2014,10,1469
SOLAPUR,2014,10,2992
PARBHANI,2014,10,1633
JALGAON,2014,10,1419
AMRAVATI,2014,10,1442
LATUR,2014,10,1107
NANDED,2014,10,2295
AHMADNAGAR,2014,10,3253
NASIK,2014,10,2890
JALNA,2014,10,1766
KOLHAPUR,2014,10,447
AKOLA,2014,10,1663
SATARA,2014,10,774
AURANGABAD,2014,10,2295
BHANDARA,2014,10,277
SANGLI,2014,10,947
KOLHAPUR,2019,2,377
WASHIM,2019,2,1284
SOLAPUR,2019,2,1276
BEED,2019,2,844
AKOLA,2019,2,799
BULDANA,2019,2,1337
NASIK,2019,2,768
CHANDRAPUR,2019,2,266
PUNE,2019,2,510
AHMADNAGAR,2019,2,1122
YEVATMAL,2019,2,1116
PARBHANI,2019,2,817
AURANGABAD,2019,2,826
NANDED,2019,2,1325
AMRAVATI,2019,2,658
OSMANABAD,2019,2,507
JALGAON,2019,2,547
JALNA,2019,2,766
GADCHIROLI,2019,2,41
NAGPUR,2019,2,357
DHULE,2019,2,239
SATARA,2019,2,357
GONDIYA,2019,2,95
HINGOLI,2019,2,622
NANDURBAR,2019,2,44
LATUR,2019,2,520
PALGHAR,2019,2,26
WARDHA,2019,2,276
CHANDRAPUR,2014,10,488
BEED,2014,10,2172
WASHIM,2014,10,1291
OSMANABAD,2014,10,1433
THANE,2014,10,80
PUNE,2014,10,1125
NAGPUR,2014,10,855
BHANDARA,2019,2,175
PALGHAR,2015,5,3
PALGHAR,2017,1,8
Mumbai Suburban,2017,1,4
PALGHAR,2015,2,5
SANGLI,2019,2,305
0,2019,2,13
AKOLA,2021,6,22
LATUR,2021,6,18
WASHIM,2021,6,31
SANGLI,2021,6,18
PUNE,2021,6,16
RATNAGIRI,2021,6,2
NANDURBAR,2021,6,2
SATARA,2021,6,10
SINDHUDURG,2019,2,18
0,2019,8,13
9999,2019,8,2
WARDHA,2021,6,12
NANDURBAR,2022,4,24
DHULE,2014,10,483
MUMBAI,2019,2,42
RAIGARH,2019,2,38
THANE,2019,2,66
JALGAON,2022,2,439
NAGPUR,2022,2,344
BHANDARA,2022,2,130
BULDANA,2022,2,719
PARBHANI,2022,2,475
AURANGABAD,2022,2,624
NANDED,2022,2,906
LATUR,2022,2,423
SANGLI,2022,2,213
DHULE,2022,2,273
WASHIM,2022,2,599
SOLAPUR,2022,2,804
NASIK,2022,2,601
AMRAVATI,2022,2,625
BEED,2022,2,736
SINDHUDURG,2023,10,13
JALNA,2022,2,573
WARDHA,2022,2,221
SOLAPUR,2015,4,5595
NASIK,2015,4,5153
JALNA,2015,4,2717
YEVATMAL,2015,4,1928
BEED,2015,4,3081
KOLHAPUR,2015,4,1321
JALGAON,2015,4,2832
WASHIM,2015,4,2013
AURANGABAD,2015,4,3188
AHMADNAGAR,2015,4,5697
SANGLI,2015,4,1870
HINGOLI,2015,4,2567
AMRAVATI,2015,4,1829
AKOLA,2015,4,2394
OSMANABAD,2015,4,2153
BULDANA,2015,4,4723
NANDED,2015,4,3244
BHANDARA,2015,4,610
SATARA,2015,4,1553
NAGPUR,2015,4,980
DHULE,2015,4,1275
PARBHANI,2015,4,2709
WARDHA,2015,4,602
GONDIYA,2015,4,239
PUNE,2015,4,2418
HINGOLI,2022,2,301
YEVATMAL,2022,2,922
CHANDRAPUR,2022,2,221
GONDIYA,2022,2,90
AKOLA,2022,2,513
AHMADNAGAR,2022,2,1027
OSMANABAD,2022,2,338
KOLHAPUR,2022,2,269
PUNE,2022,2,392
GADCHIROLI,2022,2,39
SATARA,2022,2,293
NANDURBAR,2022,2,50
RAIGARH,2020,1,62
RATNAGIRI,2022,2,36
THANE,2022,2,25
RAIGARH,2022,2,46
MUMBAI,2022,2,29
PALGHAR,2022,2,8
MUMBAI,2020,1,52
SINDHUDURG,2022,2,26
YEVATMAL,2013,8,1575
NASIK,2013,8,2279
WASHIM,2013,8,1033
SOLAPUR,2013,8,1500
JALNA,2013,8,2610
AKOLA,2013,8,1270
AURANGABAD,2013,8,2976
HINGOLI,2013,8,1387
BULDANA,2013,8,2345
PARBHANI,2013,8,1608
AHMADNAGAR,2013,8,3213
NAGPUR,2013,8,585
WARDHA,2013,8,536
KOLHAPUR,2013,8,345
PUNE,2013,8,744
NANDED,2013,8,2107
JALGAON,2013,8,1544
BEED,2013,8,2385
AMRAVATI,2013,8,1162
AHMADNAGAR,2017,7,4302
LATUR,2017,7,2285
BEED,2017,7,4124
SOLAPUR,2017,7,3622
AKOLA,2017,7,3246
BULDANA,2017,7,5708
NASIK,2017,7,3072
PARBHANI,2017,7,4840
OSMANABAD,2017,7,2135
NANDURBAR,2017,7,112
WASHIM,2017,7,3929
HINGOLI,2017,7,2933
AURANGABAD,2017,7,4108
YEVATMAL,2017,7,3407
NANDED,2017,7,5654
AMRAVATI,2017,7,2858
JALGAON,2017,7,2884
SANGLI,2017,7,865
PUNE,2017,7,1097
NAGPUR,2017,7,1043
CHANDRAPUR,2017,7,721
BHANDARA,2017,7,347
JALNA,2017,7,4240
WARDHA,2017,7,814
DHULE,2017,7,803
SATARA,2017,7,546
RATNAGIRI,2017,7,39
NANDED,2024,5,709
BEED,2024,5,423
OSMANABAD,2024,5,206
DHULE,2024,5,270
PARBHANI,2024,5,344
AHMADNAGAR,2024,5,650
NASIK,2024,5,407
SINDHUDURG,2019,9,15
OSMANABAD,2013,8,1412
LATUR,2013,8,1252
SATARA,2013,8,489
GADCHIROLI,2013,8,51
SANGLI,2013,8,521
0,2017,7,302
GONDIYA,2017,7,144
SINDHUDURG,2017,7,25
KOLHAPUR,2017,7,564
JALNA,2018,2,1399
WASHIM,2018,2,1101
AURANGABAD,2018,2,1452
BEED,2018,2,1341
AKOLA,2018,2,1007
PUNE,2018,2,745
NASIK,2018,2,1761
YEVATMAL,2018,2,1248
AHMADNAGAR,2018,2,2096
BHANDARA,2018,2,141
HINGOLI,2018,2,1035
PARBHANI,2018,2,1347
BULDANA,2018,2,1972
SATARA,2018,2,365
OSMANABAD,2018,2,851
GADCHIROLI,2018,2,53
WARDHA,2018,2,274
CHANDRAPUR,2018,2,210
AMRAVATI,2018,2,945
GONDIYA,2013,8,87
CHANDRAPUR,2013,8,286
GADCHIROLI,2017,7,128
DHULE,2013,8,405
BHANDARA,2013,8,225
THANE,2013,8,37
THANE,2019,9,48
JALGAON,2018,2,800
